issues,size_kb,topics,commits,commits_per_day,forks_per_day,age_days,days_since_update,recently_upload,has_homepage,stars,watchers,watchers_per_fork,activity_ratio,fork_star_ratio,issues_per_size,avg_growth_rate,creation_year,creation_month
581,14585,16,0,0.0,5.244303797468355,790,0,1,0,29569,29569,7.137098720733768,0.0,0.14010821778829896,0.03983271630330454,37.38179519595449,2023,3
2305,159268,2,100,0.018632383081796162,2.0264579839761505,5367,0,1,1,29542,29542,2.7162559764619347,0.0,0.36814135328165726,0.014472370643376928,5.5033532041728765,2010,9
1012,133138,7,47,0.02091677792612372,1.5545171339563864,2247,0,1,1,29518,29518,8.450615516747781,0.0,0.11833056675361632,0.007601078572018717,13.130782918149466,2019,3
220,80493,0,100,0.05952380952380952,2.029166666666667,1680,0,1,0,29207,29207,8.567615136403637,0.0,0.11671459874007122,0.0027331229656868835,17.374776918500892,2020,10
91,55469,4,6,0.0011542901115813775,1.336283185840708,5198,0,1,1,29150,29150,4.196659948171609,0.0,0.23827655998078967,0.0016405264106724355,5.606847470667436,2011,3
687,71029,17,97,0.08890925756186985,5.485792850595784,1091,0,1,1,29105,29105,4.862990810359231,0.0,0.20562770562770563,0.009671969590313951,26.6529304029304,2022,5
137,66730,5,0,0.0,0.4758025874460949,4174,0,1,1,29028,29028,14.61631419939577,0.0,0.06841434427641324,0.002053018836822466,6.952814371257485,2013,12
225,450860,6,62,0.04111405835543767,0.5915119363395226,1508,0,1,1,28784,28784,32.26905829596413,0.0,0.030988361994094146,0.0004990451602600358,19.074884029158383,2021,4
197,45103,8,22,0.004470636049583418,0.32229221702905914,4921,0,1,1,28734,28734,18.117276166456495,0.0,0.055194014268313905,0.004367683575736077,5.837870784234052,2011,12
208,569,0,0,0.0,7.770642201834862,436,0,1,0,28728,28728,8.479338842975206,0.0,0.11792961815587037,0.3649122807017544,65.73913043478261,2024,3
1,1540184,7,0,0.0,0.3532675709001233,1622,0,1,0,28660,28660,50.017452006980804,0.0,0.019992324064059173,6.492726523112484e-07,17.658656808379543,2020,12
401,12294,0,0,0.0,5.2746268656716415,335,0,1,0,28225,28225,15.973401245048104,0.0,0.06260185644441295,0.03261488409922733,84.00297619047619,2024,6
11,148,20,20,0.06802721088435375,14.370748299319727,294,0,1,1,28197,28197,6.673846153846154,0.0,0.14983332151216397,0.0738255033557047,95.58305084745763,2024,8
39,49025,19,0,0.0,2.1144370860927153,3775,0,1,0,28191,28191,3.531821598596843,0.0,0.2831299659477866,0.0007954962672867458,7.465836864406779,2015,1
101,1406005,16,15,0.0031308703819661866,0.482780212899186,4791,0,1,0,28144,28144,12.167747514051015,0.0,0.0821815597797122,7.183468633846512e-05,5.873121869782971,2012,4
11,1935,7,0,0.0,4.959070796460177,904,0,1,0,28043,28043,6.255409324113317,0.0,0.1598559406646698,0.005681818181818182,30.986740331491713,2022,12
69,97587,9,74,0.01860231271995978,1.3790849673202614,3978,0,1,1,27755,27755,5.059241706161138,0.0,0.19765095835134747,0.0007070541460015576,6.975370696154813,2014,7
160,6228,2,2,0.0006633499170812604,0.48192371475953566,3015,0,1,0,27655,27655,19.03303509979353,0.0,0.05253832803008389,0.025686305988120082,9.169429708222811,2017,2
6,211962,10,62,0.05175292153589316,1.3430717863105175,1198,0,1,1,27622,27622,17.167184586699815,0.0,0.058248560981790536,2.830682713492449e-05,23.037531276063387,2022,2
20,16610,5,13,0.003601108033240997,1.5714681440443212,3610,0,1,1,27567,27567,4.859333685880486,0.0,0.205782066163668,0.0012040214315814821,7.6341733591802825,2015,7
18,63399,12,100,0.03181673560292714,0.3433025771555838,3143,0,1,1,27534,27534,25.518072289156628,0.0,0.03918648992191756,0.0002839116719242902,8.757633587786259,2016,10
712,28579,17,10,0.0023657440264963333,1.059380175065058,4227,0,1,1,27348,27348,6.107190710138455,0.0,0.16373541994222823,0.02491252624212736,6.468306527909177,2013,10
174,203834,6,100,0.08952551477170993,3.0940017905102954,1117,0,1,1,27135,27135,7.8515625,0.0,0.12735849056603774,0.0008536316138052837,24.27101967799642,2022,5
28,11145,17,0,0.0,6.182156133828996,807,0,1,0,27115,27115,5.434956905191421,0.0,0.1839873137630919,0.002512111968419164,33.55816831683168,2023,3
406,12470,9,34,0.2537313432835821,25.29850746268657,134,0,1,1,27046,27046,7.978171091445428,0.0,0.12533737567937295,0.03255552882687836,200.34074074074073,2025,1
47,242627,0,0,0.0,5.328616352201258,636,0,1,1,26916,26916,7.942165830628504,0.0,0.12590556154103355,0.00019371218490858434,42.25431711145997,2023,8
263,9630,10,0,0.0,1.422147001934236,2068,0,1,1,26873,26873,9.137368242094526,0.0,0.1094366302001935,0.027307652372546985,12.988400193330111,2019,9
148,28913,0,0,0.0,0.3832167832167832,2145,0,1,0,26814,26814,32.62043795620438,0.0,0.030654484430356142,0.005118627654423463,12.494874184529356,2019,7
134,5296,2,30,0.017942583732057416,2.3415071770334928,1672,0,1,1,26803,26803,6.846232439335887,0.0,0.1460602895090285,0.02529733811591467,16.02092050209205,2020,10
499,161624,15,0,0.0,1.7581664910432033,1898,0,1,1,26731,26731,8.01048846269104,0.0,0.12483166242705372,0.0030873936581593195,14.07635597682991,2020,3
1994,2366716,15,100,0.0513347022587269,0.8603696098562629,1948,0,1,1,26655,26655,15.903937947494033,0.0,0.062875150060024,0.0008425172929420796,13.676244227809132,2020,1
122,2186207,19,10,0.011001100110011002,2.211221122112211,909,0,1,1,26655,26655,13.261194029850746,0.0,0.07540516206482593,5.580438823753275e-05,29.291208791208792,2022,11
7,34340,0,0,0.0,5.591304347826087,460,0,1,1,26520,26520,10.311041990668741,0.0,0.09697975189472494,0.00020383797792725895,57.52711496746204,2024,2
742,35621,14,18,0.0030638297872340424,0.814468085106383,5875,0,1,1,26425,26425,5.522466039707419,0.0,0.18107167183834103,0.020829824265903095,4.49710687542546,2009,4
331,4525,0,0,0.0,1.953029759770527,2789,0,1,0,26349,26349,4.837341655957408,0.0,0.20671726755218217,0.07313300927971719,9.444086021505376,2017,10
13,34143,11,49,0.009403185568988677,0.58664363845711,5211,0,1,1,26206,26206,8.572456656853124,0.0,0.11664822375701149,0.0003807403936269916,5.028012279355334,2011,2
302,955,4,0,0.0,1.6660808435852372,3414,0,1,1,26155,26155,4.598277074542898,0.0,0.21746444410460314,0.3158995815899582,7.658857979502196,2016,1
326,2073,7,0,0.0,0.3312972658522397,3438,0,1,1,26081,26081,22.898156277436346,0.0,0.04366996395981903,0.15718418514946964,7.583890665891247,2015,12
314,88629,0,2,0.002844950213371266,4.089615931721195,703,0,1,0,25912,25912,9.012869565217391,0.0,0.11094817273183344,0.003542818458761142,36.80681818181818,2023,6
159,317904,18,0,0.0,1.9148760330578511,2420,0,1,1,25884,25884,5.585671126456625,0.0,0.1790225999613676,0.0005001494157059499,10.691449814126393,2018,10
10,12071,3,100,0.0544069640914037,1.3612622415669207,1838,0,1,0,25716,25716,10.278177458033573,0.0,0.09728973052844422,0.0008283631544068919,13.9836867862969,2020,5
32,36657,4,0,0.0,0.5832462920409442,4787,0,1,1,25683,25683,9.19878223495702,0.0,0.10870580906400872,0.0008729336024878608,5.364035087719298,2012,4
375,66584,0,0,0.0,3.8194805194805195,770,0,1,1,25672,25672,8.729003740224414,0.0,0.1145561484828419,0.005631899076368551,33.2970168612192,2023,4
42,138484,17,57,0.06263736263736264,0.5197802197802198,910,0,1,1,25646,25646,54.219873150105705,0.0,0.018442702850235894,0.0003032819438928404,28.151481888035125,2022,11
200,193147,7,16,0.03773584905660377,6.089622641509434,424,0,1,1,25397,25397,9.836173508907823,0.0,0.10166154815339791,0.001035475386750057,59.75764705882353,2024,3
90,952592,16,17,0.037199124726477024,9.665207877461707,457,0,1,1,25338,25338,5.736472719040073,0.0,0.1743162713603536,9.447896425860781e-05,55.3231441048035,2024,2
267,19150,0,32,0.055846422338568937,2.8289703315881325,573,0,1,1,25320,25320,15.619987661937076,0.0,0.06401800876742625,0.013941830713800845,44.11149825783972,2023,10
1207,58972,10,2,0.0007084661707403471,1.9801629472192703,2823,0,1,1,25282,25282,4.522719141323792,0.0,0.2210971799232686,0.020466993369847218,8.952549575070822,2017,9
2257,1384623,16,100,0.0196078431372549,1.6441176470588235,5100,0,1,1,25181,25181,3.0031007751937984,0.0,0.3329759351918037,0.0016300454130507632,4.9364830425406785,2011,6
2024,122597,5,0,0.0,4.218018018018018,2775,0,1,0,25151,25151,2.1487398547629217,0.0,0.46537054707379133,0.01650924158632278,9.060158501440922,2017,10
103,88586,0,55,0.09615384615384616,3.9213286713286712,572,0,1,1,25106,25106,11.193045028979046,0.0,0.08933763492253156,0.001162698815853342,43.81500872600349,2023,10
13,303726,16,16,0.00477326968973747,2.020286396181384,3352,0,1,1,25065,25065,3.70126993502658,0.0,0.2701667597542488,4.280159485327284e-05,7.475395168505815,2016,3
229,257941,5,28,0.009189366590088613,0.6147029865441418,3047,0,1,1,25052,25052,13.375333689268553,0.0,0.0747615056081108,0.0008877964813795349,8.219160104986877,2017,1
3686,3649,15,0,0.0,0.8282791377420533,2737,0,1,0,24944,24944,11.003087781208645,0.0,0.09087993585888955,1.0098630136986302,9.110299488677867,2017,11
98,25636,7,0,0.0,4.0544824170381375,2019,0,1,0,24856,24856,3.036403615929636,0.0,0.32932373174558477,0.003822600148223271,12.304950495049505,2019,11
299,1437,0,19,0.15702479338842976,18.694214876033058,121,0,1,0,24533,24533,10.845711759504862,0.0,0.09219858156028368,0.20792767732962447,201.09016393442624,2025,1
221,1468,9,0,0.0,1.5012861736334404,3110,0,1,0,24526,24526,5.252944956093382,0.0,0.19036164227178212,0.1504424778761062,7.883638701382192,2016,11
57,553,7,0,0.0,1.531837677334213,3031,0,1,0,24501,24501,5.276976093043291,0.0,0.18949473512366338,0.10288808664259928,8.08080474934037,2017,2
185,166690,0,100,0.11534025374855825,2.1856978085351786,867,0,1,1,24469,24469,12.91240105540897,0.0,0.07744176542705354,0.001109837963657306,28.19009216589862,2023,1
69,8087,9,2,0.00468384074941452,5.0889929742388755,427,0,1,1,24374,24374,11.216751035434882,0.0,0.08914871794871795,0.008531157270029673,56.94859813084112,2024,3
297,10027,20,17,0.010766307789740342,0.8404053198226725,1579,0,1,1,24169,24169,18.21326299924642,0.0,0.05490277203144394,0.029617072197846032,15.296835443037974,2021,1
94,41678,3,0,0.0,2.5667090216010164,787,0,1,0,24150,24150,11.955445544554456,0.0,0.08364042896774461,0.0022553324216032056,30.64720812182741,2023,3
574,8399,11,0,0.0,2.1801284217641097,2959,0,1,0,24041,24041,3.726709037358549,0.0,0.2683221029864404,0.06833333333333333,8.12195945945946,2017,4
104,54401,19,17,0.06513409961685823,7.869731800766283,261,0,1,1,24007,24007,11.687925998052581,0.0,0.08555481506164611,0.0019116944229991544,91.62977099236642,2024,9
461,246552,11,31,0.010529891304347826,0.7214673913043478,2944,0,1,1,23960,23960,11.280602636534839,0.0,0.08864404657568549,0.001869780534002831,8.135823429541595,2017,5
224,11432,20,2,0.0006798096532970768,0.4276002719238613,2942,0,1,1,23921,23921,19.015103338632752,0.0,0.05258757628960789,0.019592407941922504,8.128100577641861,2017,5
453,242833,9,0,0.0,1.824759751271905,3538,0,1,1,23747,23747,3.678283767038414,0.0,0.2718544719555331,0.0018654718861444443,6.7100875953659225,2015,9
186,4486,1,0,0.0,2.470152505446623,2295,0,1,1,23611,23611,4.164932086787793,0.0,0.2400897848551584,0.04145308669489637,10.283536585365853,2019,2
265,3222,2,0,0.0,0.4765751211631664,4333,0,1,1,23555,23555,11.40677966101695,0.0,0.08766344031244694,0.08222153273347813,5.434933087217352,2013,7
5,137472,6,12,0.0035252643948296123,1.1039952996474736,3404,0,1,1,23410,23410,6.229377328366152,0.0,0.16052283114775107,3.637077826191325e-05,6.87518355359765,2016,1
1301,439612,12,100,0.1497005988023952,4.4895209580838324,668,0,1,1,23141,23141,7.71623874624875,0.0,0.12959121942788004,0.002959421127218713,34.59043348281016,2023,7
229,25177,6,86,0.0911983032873807,1.432661717921527,943,0,1,1,23101,23101,17.099185788304958,0.0,0.05847978529997403,0.009095241877829851,24.471398305084747,2022,10
0,22033,7,100,0.1545595054095827,5.522411128284389,647,0,1,1,23093,23093,6.463196193674783,0.0,0.15471551052221355,0.0,35.63734567901235,2023,8
157,1173,0,0,0.0,2.9010266940451745,2435,0,1,0,23080,23080,3.2672706681766703,0.0,0.30605259737446383,0.13373083475298125,9.474548440065682,2018,9
249,42568,0,12,0.0037546933667083854,3.0250312891113893,3196,0,1,1,23078,23078,2.3870500620604056,0.0,0.41890896485982926,0.005849326975028777,7.21864247732249,2016,8
2431,522008,12,100,0.028328611898016998,2.4042492917847027,3530,0,1,1,22924,22924,2.7010722281135853,0.0,0.3702071973827699,0.004657007829366927,6.492211838006231,2015,9
139,10042,5,0,0.0,1.9397874852420307,1694,0,1,0,22914,22914,6.973219720024345,0.0,0.14339951996508837,0.013840485910584486,13.51858407079646,2020,10
38,1399,6,0,0.0,1.4325820482404112,2529,0,1,1,22871,22871,6.312724261661606,0.0,0.15840328786288912,0.027142857142857142,9.0399209486166,2018,6
65,20017,0,12,0.01675977653631285,8.930167597765363,716,0,1,1,22838,22838,3.5717860494213327,0.0,0.2799597180261833,0.0032470776301328805,31.85216178521618,2023,6
1110,14057,13,0,0.0,3.247074122236671,769,0,1,1,22607,22607,9.053664397276732,0.0,0.11044762915782023,0.07895860008536065,29.35974025974026,2023,4
147,17339,7,6,0.001651073197578426,0.2545404512933407,3634,0,1,0,22545,22545,24.372972972972974,0.0,0.04102723321209971,0.008477508650519031,6.202200825309491,2015,6
539,183316,18,19,0.005137912385073012,0.581665765278529,3698,0,1,1,22485,22485,10.453277545327754,0.0,0.09565952148003203,0.0029402619506101453,6.078669910786699,2015,4
301,540,5,0,0.0,1.705768611021592,3103,0,1,1,22403,22403,4.232571320612129,0.0,0.2362524549187645,0.55637707948244,7.217461340206185,2016,11
1192,23735,5,24,0.00860832137733142,1.3715925394548063,2788,0,1,1,22380,22380,5.852510460251046,0.0,0.17085921093784906,0.0502190765082575,8.02438149874507,2017,10
190,43634,4,0,0.0,4.150234741784038,426,0,1,1,22331,22331,12.630656108597286,0.0,0.07916890560630485,0.004354302738627249,52.29742388758782,2024,3
77,1485,0,0,0.0,1.63203214695752,1742,0,1,0,21957,21957,7.723179739711572,0.0,0.12947445122506604,0.051816958277254375,12.59724612736661,2020,8
208,10607,2,34,0.005926442391493812,0.963221195746906,5737,0,1,1,21952,21952,3.972493666304741,0.0,0.25171958274495515,0.0196078431372549,3.8257232485186474,2009,9
169,19077,0,0,0.0,5.1952861952861955,297,0,1,0,21787,21787,14.119896305897601,0.0,0.07081879933908573,0.008858370898417026,73.11073825503355,2024,8
234,2203,4,0,0.0,0.2595070422535211,2840,0,1,0,21726,21726,29.478968792401627,0.0,0.03392092787775579,0.10617059891107078,7.647307286166843,2017,8
8,164492,19,0,0.0,0.5510321100917431,3488,0,1,0,21701,21701,11.290842872008325,0.0,0.08856326605842779,4.8634288389171575e-05,6.219833763255947,2015,11
13,10078,3,20,0.009794319294809012,1.2590597453476984,2042,0,1,0,21669,21669,8.428238039673278,0.0,0.1186432856483618,0.0012898104970731224,10.606461086637298,2019,10
234,268912,18,43,0.009587513935340023,1.269119286510591,4485,0,1,1,21596,21596,3.7940969782150384,0.0,0.26355512339676807,0.000870169906252208,4.814088274632189,2013,2
16,1681072,20,0,0.0,1.1550829875518671,1928,1,1,1,21580,21580,9.690166142792995,0.0005184033177812338,0.10319262314072564,9.517730639894876e-06,11.187143597719025,2020,2
121,12760,0,0,0.0,4.224699828473414,583,0,1,1,21574,21574,8.75923670320747,0.0,0.11415990730011588,0.00948201551602539,36.94178082191781,2023,10
122,34814,9,33,0.04435483870967742,3.7809139784946235,744,0,1,1,21523,21523,7.651261997867046,0.0,0.13069132131574057,0.00350423667959213,28.889932885906042,2023,5
15,2252,0,0,0.0,3.5964240102171137,783,0,1,1,21493,21493,7.632457386363637,0.0,0.13101330603889458,0.006657789613848202,27.414540816326532,2023,4
5,311315,10,94,0.021461187214611873,0.5404109589041096,4380,0,1,1,21475,21475,9.072665821715251,0.0,0.11021605513130937,1.606085135360855e-05,4.901848892946815,2013,5
64,24077,7,1,0.000777000777000777,1.6814296814296814,1287,0,1,1,21301,21301,9.843345656192236,0.0,0.10158670547366444,0.002658028075421547,16.53804347826087,2021,11
665,69618,20,0,0.0,1.2292545710267229,2133,0,1,1,21281,21281,8.11632341723875,0.0,0.1232027065125458,0.0095519901176403,9.972352389878163,2019,7
1659,462978,9,100,0.01919754271453254,1.511998464196583,5209,0,1,1,21277,21277,2.701498222447943,0.0,0.3701475702603628,0.003583315873938127,4.083877159309021,2011,2
64,26591,2,9,0.029801324503311258,8.264900662251655,302,0,1,1,21253,21253,8.514823717948717,0.0,0.11743671779429754,0.0024067388688327317,70.14191419141915,2024,7
169,3546,0,11,0.002927867979771094,0.18152781474580781,3757,0,1,1,21246,21246,31.1524926686217,0.0,0.032098649221066505,0.047645897941922755,5.653539116551357,2015,2
259,17612,18,9,0.005157593123209169,1.9363896848137536,1745,0,1,1,21218,21218,6.279372595442439,0.0,0.15924407370752627,0.014705047408164425,12.152348224513172,2020,8
175,4135,0,0,0.0,0.2493993272465161,4162,0,1,0,21205,21205,20.428709055876684,0.0,0.0489484108271244,0.04231141199226306,5.093682440547682,2014,1
37,18899,7,0,0.0,2.863406408094435,593,0,1,1,21201,21201,12.485865724381625,0.0,0.08008678426563531,0.0019576719576719576,35.69191919191919,2023,10
245,1595,2,0,0.0,4.643576826196473,794,0,1,0,21183,21183,5.745321399511798,0.0,0.1740464501510574,0.15350877192982457,26.645283018867925,2023,3
128,50665,20,48,0.0237741456166419,1.0817236255572065,2019,0,1,1,20867,20867,9.554487179487179,0.0,0.1046578493387004,0.0025263490309083013,10.33019801980198,2019,11
1126,561099,12,0,0.0,0.8598870056497175,1770,0,1,0,20725,20725,13.616951379763469,0.0,0.07343433368715623,0.002006772411334878,11.702428006775833,2020,7
278,35177,4,4,0.005284015852047556,2.293262879788639,757,0,1,1,20680,20680,11.912442396313365,0.0,0.0839417823122673,0.007902666439251806,27.282321899736147,2023,4
1829,798526,6,100,0.03927729772191673,1.7831893165750197,2546,0,1,1,20624,20624,4.54273127753304,0.0,0.22012121212121213,0.002290467322958397,8.097369454259914,2018,6
478,3784,0,0,0.0,3.1065573770491803,732,0,1,0,20560,20560,9.041336851363237,0.0,0.11059773357326978,0.12628797886393658,28.04911323328786,2023,5
113,33236,5,0,0.0,0.5997109826589595,4152,0,1,1,20463,20463,8.218072289156627,0.0,0.12167709147771696,0.0033998254956825224,4.9272814832651095,2014,1
318,9810,4,0,0.0,2.0641200545702594,1466,0,1,1,20444,20444,6.756113681427627,0.0,0.1480068476400098,0.03241259810416879,13.935923653715065,2021,5
29,57030,13,1,0.0013089005235602095,2.5471204188481678,764,0,1,1,20312,20312,10.437821171634122,0.0,0.09580071875153842,0.0005084953797057741,26.551633986928106,2023,4
173,231178,17,54,0.022131147540983605,1.3131147540983608,2440,0,1,1,20252,20252,6.320848938826467,0.0,0.1581987853651311,0.00074833786805895,8.296599754199098,2018,9
900,89117,12,23,0.012195121951219513,1.503711558854719,1886,0,1,1,20181,20181,7.116008462623413,0.0,0.14052125656525616,0.010098969905069683,10.694753577106518,2020,3
142,1610984,20,0,0.0,1.5217806041335453,3145,0,1,1,20179,20179,4.216255745925617,0.0,0.23716551040634293,8.814483064708858e-05,6.41417673235855,2016,10
91,153688,12,0,0.0,0.5510015408320493,3245,0,1,1,20048,20048,11.212527964205817,0.0,0.08918150531198564,0.0005921048350890435,6.176216882316697,2016,7
66,1265,6,0,0.0,1.7153465346534653,808,0,1,0,19939,19939,14.386002886002887,0.0,0.06950852557673019,0.052132701421800945,24.646477132262053,2023,3
37,22617,3,0,0.0,1.71358574610245,2245,0,1,1,19866,19866,5.164023914738758,0.0,0.19363769064277445,0.001635865240074277,8.845057880676759,2019,4
98,649,7,17,0.06589147286821706,3.9186046511627906,258,0,1,0,19838,19838,19.62215628090999,0.0,0.05096022985029487,0.15076923076923077,76.5945945945946,2024,9
9,499,0,0,0.0,4.5873362445414845,458,0,1,0,19827,19827,9.436934792955736,0.0,0.10596126689529958,0.018,43.19607843137255,2024,2
125,3039,0,13,0.04436860068259386,5.054607508532423,293,0,1,0,19819,19819,13.382174206617151,0.0,0.07472250252270433,0.04111842105263158,67.41156462585035,2024,8
14,15804,13,22,0.045454545454545456,3.4524793388429753,484,0,1,1,19755,19755,11.82226211849192,0.0,0.08458189916987244,0.0008857956342929453,40.7319587628866,2024,1
424,37843,0,0,0.0,1.143029936498337,3307,0,1,0,19488,19488,5.155555555555556,0.0,0.19395556467751038,0.011203889652256632,5.891172914147521,2016,5
74,341807,3,2,0.004149377593360996,2.91701244813278,482,0,1,0,19472,19472,13.849217638691323,0.0,0.07220253684588918,0.00021649581051350465,40.31469979296066,2024,1
6,17135,17,0,0.0,0.594392523364486,2140,0,1,0,19452,19452,15.29245283018868,0.0,0.06538837197347452,0.00035014005602240897,9.085474077533863,2019,7
348,1773,4,26,0.0064388311045071814,0.7560673600792471,4038,0,1,0,19347,19347,6.337045528987881,0.0,0.1577940872441596,0.19616685456595265,4.790047041346868,2014,5
1010,181207,14,87,0.0344964314036479,0.7283901665344964,2522,0,1,1,19345,19345,10.530756668481219,0.0,0.09495502946345498,0.005573705355171957,7.667459373761395,2018,6
2978,71673,5,43,0.009446397188049209,0.6474077328646749,4552,0,1,1,19329,19329,6.558873430607397,0.0,0.15245732022762545,0.04154923682227865,4.245332747638919,2012,12
978,236638,5,100,0.024218939210462583,0.9898280455316057,4129,0,1,1,19286,19286,4.718864692928799,0.0,0.21190439155908125,0.004132877505398518,4.669733656174334,2014,2
185,6117,0,0,0.0,5.934883720930233,430,0,1,0,19272,19272,7.551724137931035,0.0,0.13241322056763347,0.030238640078457012,44.71461716937355,2024,3
249,87446,6,100,0.06648936170212766,1.3045212765957446,1504,0,1,1,19229,19229,9.80071355759429,0.0,0.10202808112324493,0.002847439020206525,12.776744186046512,2021,4
443,67260,3,10,0.003213367609254499,1.4717223650385605,3112,0,1,1,19224,19224,4.197379912663756,0.0,0.23823146944083226,0.006586283284518517,6.175393511082557,2016,11
247,6323,0,54,0.3157894736842105,9.75438596491228,171,0,1,1,19172,19172,11.49400479616307,0.0,0.0869973400093882,0.039057558507273875,111.46511627906976,2024,12
7,55648,17,7,0.0036213140196585617,1.345576823590274,1933,0,1,1,19156,19156,7.364859669357939,0.0,0.13577282455499295,0.0001257884238710489,9.904860392967942,2020,2
322,38542,11,40,0.014199503017394392,1.3280085197018103,2817,0,1,1,18993,18993,5.076984763432238,0.0,0.1969569337685585,0.008354305580779908,6.739886444286729,2017,9
3,73060,3,10,0.005717552887364208,1.1492281303602059,1749,0,1,0,18986,18986,9.445771144278607,0.0,0.10586190551429926,4.106157868082835e-05,10.849142857142857,2020,8
82,37030,2,0,0.0,2.4091470951792338,809,0,1,1,18919,18919,9.70702924576706,0.0,0.10301268498942917,0.002214360940833356,23.35679012345679,2023,3
21,1277,4,0,0.0,2.038069340584636,2942,0,1,1,18851,18851,3.1439292861907937,0.0,0.318056439635052,0.01643192488262911,6.405368671423718,2017,5
6,24091,11,0,0.0,2.3591022443890273,802,0,1,1,18843,18843,9.959302325581396,0.0,0.10040331139885375,0.0002490453262493774,23.465753424657535,2023,3
96,560904,3,0,0.0,0.14648782209671726,2833,0,1,1,18530,18530,44.65060240963855,0.0,0.022394905833468242,0.00017115197760761625,6.538461538461538,2017,8
42,17242,8,15,0.01644736842105263,2.057017543859649,912,0,1,1,18519,18519,9.871535181236673,0.0,0.10129589632829374,0.0024357710375224727,20.28368017524644,2022,11
362,170757,4,0,0.0,1.049989132797218,4601,0,1,1,18495,18495,3.8283999172014074,0.0,0.2611916089965398,0.0021199592405626677,4.01890482398957,2012,10
21,11414,9,14,0.0030594405594405595,0.43553321678321677,4576,0,1,1,18391,18391,9.22779729051681,0.0,0.10836233144845585,0.0018396846254927727,4.018134149005899,2012,11
131,10306,9,0,0.0,0.47717589774802194,3286,2,1,1,18376,18376,11.71938775510204,0.000608457560085184,0.0853240463623007,0.012709808867759775,5.590508062062671,2016,5
19,18141,4,4,0.00336417157275021,1.232968881412952,1189,0,1,1,18369,18369,12.530013642564802,0.0,0.07980402830702232,0.0010472935729247052,15.436134453781513,2022,2
817,76645,9,7,0.001316531878879067,0.5862328380665789,5317,0,1,1,18359,18359,5.889958293230671,0.0,0.16977124183006537,0.010659395141298959,3.4522376833396016,2010,11
28,37044,6,2,0.0030257186081694403,2.2783661119515886,661,0,1,0,18358,18358,12.189907038512617,0.0,0.08203061168908982,0.0007558374949385882,27.731117824773413,2023,8
1,71392,0,0,0.0,1.0963704630788487,2397,0,1,0,18313,18313,6.968417047184171,0.0,0.1434967784208802,1.4006975473785946e-05,7.636780650542119,2018,10
144,11410,5,2,0.00043196544276457883,0.5222462203023758,4630,0,1,0,18296,18296,7.566583953680728,0.0,0.132152811936383,0.012619402331084042,3.950766573094364,2012,9
1976,707036,20,100,0.056753688989784334,2.5709421112372306,1762,0,1,1,18240,18240,4.026490066225166,0.0,0.2483416479359684,0.0027947618017161763,10.34600113442995,2020,7
165,158010,20,30,0.025167785234899327,1.582214765100671,1192,0,1,1,18099,18099,9.596500530222693,0.0,0.1041988950276243,0.001044231097834961,15.170997485331098,2022,2
30,253417,0,0,0.0,0.6723803363518758,3092,0,1,0,18071,18071,8.692159692159692,0.0,0.1150398406374502,0.0001183814882920708,5.842547688328484,2016,12
333,189609,0,3,0.0029791459781529296,1.9652432969215492,1007,0,1,0,18051,18051,9.121273370389085,0.0,0.10962774207844006,0.0017562364854174358,17.907738095238095,2022,8
538,848594,15,0,0.0,0.19984295249312917,2547,0,1,0,18051,18051,35.46365422396857,0.0,0.028196321737203635,0.0006339891231977563,7.084379905808477,2018,6
192,7239,8,0,0.0,2.1345895020188426,743,0,1,1,17815,17815,11.23266078184111,0.0,0.08902110462505614,0.026519337016574586,23.94489247311828,2023,5
325,137462,11,90,0.026682478505781204,0.8081826267417729,3373,0,1,1,17784,17784,6.523844460748349,0.0,0.15327523193702558,0.002364272567890996,5.270895080023711,2016,2
151,6736,8,50,0.017088174982911826,0.9149008885850991,2926,0,1,1,17688,17688,6.607396339185655,0.0,0.15133698908926452,0.02241353718272228,6.043047488896481,2017,5
49,1753,10,0,0.0,0.7334887334887334,1287,0,1,1,17662,17662,18.709745762711865,0.0,0.05344505463398064,0.027936145952109463,13.712732919254659,2021,11
158,18436,0,0,0.0,2.4225690276110443,833,0,1,0,17631,17631,8.736868186323091,0.0,0.11445099818511796,0.008569723924716603,21.140287769784173,2023,2
794,9637,0,10,0.009074410163339383,1.5390199637023594,1102,0,1,0,17498,17498,10.317216981132075,0.0,0.09691982398994228,0.08238223697862627,15.864007252946509,2022,5
127,43421,0,43,0.08582834331337326,2.3013972055888225,501,0,1,1,17476,17476,15.156981786643538,0.0,0.06597242089603479,0.002924784671364746,34.81274900398407,2024,1
186,24052,0,0,0.0,1.0770901194353963,921,1,1,0,17331,17331,17.47076612903226,0.0010845986984815619,0.057235171936302794,0.00773292312809213,18.797180043383946,2022,11
55,22460,4,0,0.0,1.162882787750792,3788,0,1,1,17326,17326,3.9332576617480135,0.0,0.25422750620419,0.002448688838431058,4.572710477698601,2015,1
175,7321,6,0,0.0,10.223744292237443,219,0,1,0,17299,17299,7.726217061188031,0.0,0.12942196531791908,0.02390057361376673,78.63181818181818,2024,10
542,83251,7,0,0.0,1.207398039835599,3163,0,1,0,17281,17281,4.525006546216287,0.0,0.2209813678972341,0.006510354105607073,5.461757269279393,2016,9
